"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"DNK","POP","TOT","AGRWTH","A","2007",0.420419878897436,
"DNK","POP","TOT","AGRWTH","A","2008",0.579156981831142,
"DNK","POP","TOT","AGRWTH","A","2009",0.554178868293842,
"DNK","POP","TOT","AGRWTH","A","2010",0.441675162394163,
"DNK","POP","TOT","AGRWTH","A","2011",0.415543869668184,
"DNK","POP","TOT","AGRWTH","A","2012",0.363382850212041,
"DNK","POP","TOT","AGRWTH","A","2013",0.388377839248911,
"DNK","POP","TOT","AGRWTH","A","2014",0.551545575654188,
"DNK","POP","TOT","AGRWTH","A","2015",0.684945473347165,
"DNK","POP","TOT","AGRWTH","A","2016",0.811996728626002,
"DNK","POP","TOT","AGRWTH","A","2017",0.63303831840091,
"DNK","POP","TOT","AGRWTH","A","2018",0.507976990272353,
"DNK","POP","TOT","AGRWTH","A","2019",0.423215578284951,
"FIN","POP","TOT","AGRWTH","A","2001",0.228004968120454,
"FIN","POP","TOT","AGRWTH","A","2002",0.24273299659503,
"FIN","POP","TOT","AGRWTH","A","2003",0.238664861233266,
"FIN","POP","TOT","AGRWTH","A","2004",0.290868423425238,
"FIN","POP","TOT","AGRWTH","A","2005",0.342892249357472,
"FIN","POP","TOT","AGRWTH","A","2006",0.384399839881054,
"FIN","POP","TOT","AGRWTH","A","2007",0.42635522018827,
"FIN","POP","TOT","AGRWTH","A","2008",0.4666347370696,
"FIN","POP","TOT","AGRWTH","A","2009",0.479335445980143,
"FIN","POP","TOT","AGRWTH","A","2010",0.458411869035134,
"FIN","POP","TOT","AGRWTH","A","2011",0.464840851998782,
"FIN","POP","TOT","AGRWTH","A","2012",0.476869022202294,
"FIN","POP","TOT","AGRWTH","A","2013",0.46191637296644,
"FIN","POP","TOT","AGRWTH","A","2014",0.414269232713885,
"FIN","POP","TOT","AGRWTH","A","2015",0.329963872608787,
"FIN","POP","TOT","AGRWTH","A","2016",0.287780261365577,
"FIN","POP","TOT","AGRWTH","A","2017",0.234964552416366,
"FIN","POP","TOT","AGRWTH","A","2018",0.132819942017451,
"FIN","POP","TOT","AGRWTH","A","2019",0.11023429319965,
"FRA","POP","TOT","AGRWTH","A","2001",0.722039668155241,
"FRA","POP","TOT","AGRWTH","A","2002",0.721533100022159,
"FRA","POP","TOT","AGRWTH","A","2003",0.702860421835725,
"FRA","POP","TOT","AGRWTH","A","2004",0.730615641392896,
"FRA","POP","TOT","AGRWTH","A","2005",0.748154928405461,
"FRA","POP","TOT","AGRWTH","A","2006",0.691057106853282,
"FRA","POP","TOT","AGRWTH","A","2007",0.611844392774857,
"FRA","POP","TOT","AGRWTH","A","2008",0.551727760224298,
"FRA","POP","TOT","AGRWTH","A","2009",0.507601572939459,
"FRA","POP","TOT","AGRWTH","A","2010",0.487837835426909,
"FRA","POP","TOT","AGRWTH","A","2011",0.484997113542492,
"FRA","POP","TOT","AGRWTH","A","2012",0.485011542264064,
"FRA","POP","TOT","AGRWTH","A","2013",0.509094399617583,
"FRA","POP","TOT","AGRWTH","A","2014",0.82254825482813,
"FRA","POP","TOT","AGRWTH","A","2015",0.355912565373116,
"FRA","POP","TOT","AGRWTH","A","2016",0.264619201685192,
"FRA","POP","TOT","AGRWTH","A","2017",0.292030584014833,
"FRA","POP","TOT","AGRWTH","A","2018",0.361460857038274,
"FRA","POP","TOT","AGRWTH","A","2019",0.344102429329274,
"DEU","POP","TOT","AGRWTH","A","2001",0.168376684911762,
"DEU","POP","TOT","AGRWTH","A","2002",0.168266089273717,
"DEU","POP","TOT","AGRWTH","A","2003",0.0553798455258481,
"DEU","POP","TOT","AGRWTH","A","2004",-0.0216964669483883,
"DEU","POP","TOT","AGRWTH","A","2005",-0.05677304746744,
"DEU","POP","TOT","AGRWTH","A","2006",-0.112737544258981,
"DEU","POP","TOT","AGRWTH","A","2007",-0.133623145946074,
"DEU","POP","TOT","AGRWTH","A","2008",-0.189963400963356,
"DEU","POP","TOT","AGRWTH","A","2009",-0.253061447485563,
"DEU","POP","TOT","AGRWTH","A","2010",-0.153075051316014,
"DEU","POP","TOT","AGRWTH","A","2011",-1.83664866093785,
"DEU","POP","TOT","AGRWTH","A","2012",0.18791035279099,
"DEU","POP","TOT","AGRWTH","A","2013",0.273269185945321,
"DEU","POP","TOT","AGRWTH","A","2014",0.417741301587359,
"DEU","POP","TOT","AGRWTH","A","2015",0.869463209302208,
"DEU","POP","TOT","AGRWTH","A","2016",0.810489033894026,
"DEU","POP","TOT","AGRWTH","A","2017",0.374421352213962,
"DEU","POP","TOT","AGRWTH","A","2018",0.300988422033222,
"DEU","POP","TOT","AGRWTH","A","2019",0.225762283328156,
"GRC","POP","TOT","AGRWTH","A","2001",0.521229050382729,
"GRC","POP","TOT","AGRWTH","A","2002",0.367266859010789,
"GRC","POP","TOT","AGRWTH","A","2003",0.238946500016236,
"GRC","POP","TOT","AGRWTH","A","2004",0.247710666620791,
"GRC","POP","TOT","AGRWTH","A","2005",0.293688571083789,
"GRC","POP","TOT","AGRWTH","A","2006",0.30080139681065,
"GRC","POP","TOT","AGRWTH","A","2007",0.254982457025475,
"GRC","POP","TOT","AGRWTH","A","2008",0.265855911580848,
"GRC","POP","TOT","AGRWTH","A","2009",0.263390720879767,
"GRC","POP","TOT","AGRWTH","A","2010",0.128990529140272,
"GRC","POP","TOT","AGRWTH","A","2011",-0.147859827013713,
"GRC","POP","TOT","AGRWTH","A","2012",-0.539311475114589,
"GRC","POP","TOT","AGRWTH","A","2013",-0.722507267987987,
"GRC","POP","TOT","AGRWTH","A","2014",-0.663863315327597,
"GRC","POP","TOT","AGRWTH","A","2015",-0.656713869238365,
"GRC","POP","TOT","AGRWTH","A","2016",-0.415095514848465,
"GRC","POP","TOT","AGRWTH","A","2017",-0.197541454752177,
"GRC","POP","TOT","AGRWTH","A","2018",-0.202721066802645,
"GRC","POP","TOT","AGRWTH","A","2019",-0.105218759145381,
"HUN","POP","TOT","AGRWTH","A","2001",-0.229038097770387,
"HUN","POP","TOT","AGRWTH","A","2002",-0.284346289176878,
"HUN","POP","TOT","AGRWTH","A","2003",-0.286023383120328,
"HUN","POP","TOT","AGRWTH","A","2004",-0.221273315685962,
"HUN","POP","TOT","AGRWTH","A","2005",-0.19863185827049,
"HUN","POP","TOT","AGRWTH","A","2006",-0.15554575642625,
"HUN","POP","TOT","AGRWTH","A","2007",-0.154854739780292,
"HUN","POP","TOT","AGRWTH","A","2008",-0.174944196262089,
"HUN","POP","TOT","AGRWTH","A","2009",-0.154798884977824,
"HUN","POP","TOT","AGRWTH","A","2010",-0.225758724217265,
"HUN","POP","TOT","AGRWTH","A","2011",-0.411959176081648,
"HUN","POP","TOT","AGRWTH","A","2012",-0.386190176671462,
"HUN","POP","TOT","AGRWTH","A","2013",-0.274999989919725,
"HUN","POP","TOT","AGRWTH","A","2014",-0.269046565160729,
"HUN","POP","TOT","AGRWTH","A","2015",-0.237582534617765,
"HUN","POP","TOT","AGRWTH","A","2016",-0.294614714480559,
"HUN","POP","TOT","AGRWTH","A","2017",-0.265507753902425,
"HUN","POP","TOT","AGRWTH","A","2018",-0.126716788743405,
"HUN","POP","TOT","AGRWTH","A","2019",-0.0452556915885996,
"IRL","POP","TOT","AGRWTH","A","2001",1.52161108906209,
"IRL","POP","TOT","AGRWTH","A","2002",1.8196360052173,
"IRL","POP","TOT","AGRWTH","A","2003",1.59935545847381,
"IRL","POP","TOT","AGRWTH","A","2004",1.6416435481411,
"IRL","POP","TOT","AGRWTH","A","2005",2.19151742762017,
"IRL","POP","TOT","AGRWTH","A","2006",2.39704545822902,
"IRL","POP","TOT","AGRWTH","A","2007",3.37622010669208,
"IRL","POP","TOT","AGRWTH","A","2008",2.49615959625599,
"IRL","POP","TOT","AGRWTH","A","2009",1.07746367392259,
"IRL","POP","TOT","AGRWTH","A","2010",0.471346529477356,
"IRL","POP","TOT","AGRWTH","A","2011",0.441845162964571,
"IRL","POP","TOT","AGRWTH","A","2012",0.411135748022684,
"IRL","POP","TOT","AGRWTH","A","2013",0.456538600608617,
"IRL","POP","TOT","AGRWTH","A","2014",0.666808388640659,
"IRL","POP","TOT","AGRWTH","A","2015",0.911582110628918,
"IRL","POP","TOT","AGRWTH","A","2016",1.10521233153298,
"IRL","POP","TOT","AGRWTH","A","2017",1.11598095787469,
"IRL","POP","TOT","AGRWTH","A","2018",1.34637735290006,
"IRL","POP","TOT","AGRWTH","A","2019",1.32758494672139,
"ITA","POP","TOT","AGRWTH","A","2001",0.0612341222070669,
"ITA","POP","TOT","AGRWTH","A","2002",0.198057194190158,
"ITA","POP","TOT","AGRWTH","A","2003",0.541889926686233,
"ITA","POP","TOT","AGRWTH","A","2004",0.747381665876208,
"ITA","POP","TOT","AGRWTH","A","2005",0.585365148457556,
"ITA","POP","TOT","AGRWTH","A","2006",0.400880682832117,
"ITA","POP","TOT","AGRWTH","A","2007",0.610248006917413,
"ITA","POP","TOT","AGRWTH","A","2008",0.774276818599391,
"ITA","POP","TOT","AGRWTH","A","2009",0.581432395971551,
"ITA","POP","TOT","AGRWTH","A","2010",0.44319365130879,
"ITA","POP","TOT","AGRWTH","A","2011",0.346780464304876,
"ITA","POP","TOT","AGRWTH","A","2012",0.273875801299832,
"ITA","POP","TOT","AGRWTH","A","2013",0.199984240232421,
"ITA","POP","TOT","AGRWTH","A","2014",0.0150750396076272,
"ITA","POP","TOT","AGRWTH","A","2015",-0.151040999054587,
"ITA","POP","TOT","AGRWTH","A","2016",-0.189904966825364,
"ITA","POP","TOT","AGRWTH","A","2017",-0.187915805681157,
"ITA","POP","TOT","AGRWTH","A","2018",-0.208388838192645,
"ITA","POP","TOT","AGRWTH","A","2019",-0.247404622152105,
"LUX","POP","TOT","AGRWTH","A","2001",1.19618705349264,
"LUX","POP","TOT","AGRWTH","A","2002",1.05181621753842,
"LUX","POP","TOT","AGRWTH","A","2003",1.22375976654429,
"LUX","POP","TOT","AGRWTH","A","2004",1.43304415600519,
"LUX","POP","TOT","AGRWTH","A","2005",1.53984518596458,
"LUX","POP","TOT","AGRWTH","A","2006",1.61001135112823,
"LUX","POP","TOT","AGRWTH","A","2007",1.55530307358016,
"LUX","POP","TOT","AGRWTH","A","2008",1.80315505258421,
"LUX","POP","TOT","AGRWTH","A","2009",1.86965232570751,
"LUX","POP","TOT","AGRWTH","A","2010",1.84216817368211,
"LUX","POP","TOT","AGRWTH","A","2011",2.24833465824248,
"LUX","POP","TOT","AGRWTH","A","2012",2.43097823675463,
"LUX","POP","TOT","AGRWTH","A","2013",2.33655773026564,
"LUX","POP","TOT","AGRWTH","A","2014",2.38590395282668,
"LUX","POP","TOT","AGRWTH","A","2015",2.38764600357347,
"LUX","POP","TOT","AGRWTH","A","2016",2.43221179589365,
"LUX","POP","TOT","AGRWTH","A","2017",2.20718165286678,
"LUX","POP","TOT","AGRWTH","A","2018",1.94738880867697,
"LUX","POP","TOT","AGRWTH","A","2019",1.98256435562135,
"NLD","POP","TOT","AGRWTH","A","2001",0.757759330080898,
"NLD","POP","TOT","AGRWTH","A","2002",0.64027068869093,
"NLD","POP","TOT","AGRWTH","A","2003",0.472985161051937,
"NLD","POP","TOT","AGRWTH","A","2004",0.348061296605678,
"NLD","POP","TOT","AGRWTH","A","2005",0.233967090938538,
"NLD","POP","TOT","AGRWTH","A","2006",0.160693672149737,
"NLD","POP","TOT","AGRWTH","A","2007",0.217789006010977,
"NLD","POP","TOT","AGRWTH","A","2008",0.390032875716898,
"NLD","POP","TOT","AGRWTH","A","2009",0.515621513122971,
"NLD","POP","TOT","AGRWTH","A","2010",0.514222685772571,
"NLD","POP","TOT","AGRWTH","A","2011",0.467542441074209,
"NLD","POP","TOT","AGRWTH","A","2012",0.37074657429782,
"NLD","POP","TOT","AGRWTH","A","2013",0.295237894586816,
"NLD","POP","TOT","AGRWTH","A","2014",0.360488276008172,
"NLD","POP","TOT","AGRWTH","A","2015",0.444215620887936,
"NLD","POP","TOT","AGRWTH","A","2016",0.533585597338831,
"NLD","POP","TOT","AGRWTH","A","2017",0.59294855044951,
"NLD","POP","TOT","AGRWTH","A","2018",0.585635820292628,
"NLD","POP","TOT","AGRWTH","A","2019",0.657245150804724,
"POL","POP","TOT","AGRWTH","A","2001",-0.0271874383919224,
"POL","POP","TOT","AGRWTH","A","2002",-0.0412439046607207,
"POL","POP","TOT","AGRWTH","A","2003",-0.0971011396881396,
"POL","POP","TOT","AGRWTH","A","2004",-0.0390834685751031,
"POL","POP","TOT","AGRWTH","A","2005",-0.0495963240051158,
"POL","POP","TOT","AGRWTH","A","2006",-0.0760875287493384,
"POL","POP","TOT","AGRWTH","A","2007",-0.0427721638547837,
"POL","POP","TOT","AGRWTH","A","2008",-0.000152167200690461,
"POL","POP","TOT","AGRWTH","A","2009",0.0983316441436567,
"POL","POP","TOT","AGRWTH","A","2010",0.952208989875054,
"POL","POP","TOT","AGRWTH","A","2011",0.0233171651903932,
"POL","POP","TOT","AGRWTH","A","2012",0.0210742603567959,
"POL","POP","TOT","AGRWTH","A","2013",-0.081468759794164,
"POL","POP","TOT","AGRWTH","A","2014",-0.0478905260857013,
"POL","POP","TOT","AGRWTH","A","2015",-0.0763460992329869,
"POL","POP","TOT","AGRWTH","A","2016",-0.0722072712490706,
"POL","POP","TOT","AGRWTH","A","2017",-0.011614287306552,
"POL","POP","TOT","AGRWTH","A","2018",-0.0239626180035961,
"POL","POP","TOT","AGRWTH","A","2019",-0.0694111460143885,
"PRT","POP","TOT","AGRWTH","A","2001",0.707718385546679,
"PRT","POP","TOT","AGRWTH","A","2002",0.54917040856497,
"PRT","POP","TOT","AGRWTH","A","2003",0.376121782821377,
"PRT","POP","TOT","AGRWTH","A","2004",0.239415131017158,
"PRT","POP","TOT","AGRWTH","A","2005",0.185704484254417,
"PRT","POP","TOT","AGRWTH","A","2006",0.180495138208549,
"PRT","POP","TOT","AGRWTH","A","2007",0.19649243586566,
"PRT","POP","TOT","AGRWTH","A","2008",0.144295292305622,
"PRT","POP","TOT","AGRWTH","A","2009",0.0953763180602256,
"PRT","POP","TOT","AGRWTH","A","2010",0.0459253103151975,
"PRT","POP","TOT","AGRWTH","A","2011",-0.146981490764298,
"PRT","POP","TOT","AGRWTH","A","2012",-0.40460108228611,
"PRT","POP","TOT","AGRWTH","A","2013",-0.54730724237598,
"PRT","POP","TOT","AGRWTH","A","2014",-0.537744225442622,
"PRT","POP","TOT","AGRWTH","A","2015",-0.413279933014529,
"PRT","POP","TOT","AGRWTH","A","2016",-0.314966794991657,
"PRT","POP","TOT","AGRWTH","A","2017",-0.243587411165507,
"PRT","POP","TOT","AGRWTH","A","2018",-0.159975923031368,
"PRT","POP","TOT","AGRWTH","A","2019",0.0237363112663755,
"SVK","POP","TOT","AGRWTH","A","2001",-0.386969860641597,
"SVK","POP","TOT","AGRWTH","A","2002",-0.0180490652034098,
"SVK","POP","TOT","AGRWTH","A","2003",0.00262139815710132,
"SVK","POP","TOT","AGRWTH","A","2004",0.0673737439463092,
"SVK","POP","TOT","AGRWTH","A","2005",0.0875231812883576,
"SVK","POP","TOT","AGRWTH","A","2006",0.0723741179462382,
"SVK","POP","TOT","AGRWTH","A","2007",0.122088209194863,
"SVK","POP","TOT","AGRWTH","A","2008",0.170552039491893,
"SVK","POP","TOT","AGRWTH","A","2009",0.210875883951313,
"SVK","POP","TOT","AGRWTH","A","2010",0.233464873410363,
"SVK","POP","TOT","AGRWTH","A","2011",-0.60099163619973,
"SVK","POP","TOT","AGRWTH","A","2012",0.170328750233403,
"SVK","POP","TOT","AGRWTH","A","2013",0.107506520015704,
"SVK","POP","TOT","AGRWTH","A","2014",0.0971017712090893,
"SVK","POP","TOT","AGRWTH","A","2015",0.0950698227547125,
"SVK","POP","TOT","AGRWTH","A","2016",0.12900548241035,
"SVK","POP","TOT","AGRWTH","A","2017",0.15529947489296,
"SVK","POP","TOT","AGRWTH","A","2018",0.138604139206062,
"SVK","POP","TOT","AGRWTH","A","2019",0.135428874780019,
"ESP","POP","TOT","AGRWTH","A","2001",0.521921339854058,
"ESP","POP","TOT","AGRWTH","A","2002",1.61279058463576,
"ESP","POP","TOT","AGRWTH","A","2003",1.8653919319266,
"ESP","POP","TOT","AGRWTH","A","2004",1.57109055545743,
"ESP","POP","TOT","AGRWTH","A","2005",1.87460691027815,
"ESP","POP","TOT","AGRWTH","A","2006",1.59841097920548,
"ESP","POP","TOT","AGRWTH","A","2007",1.97356338533535,
"ESP","POP","TOT","AGRWTH","A","2008",1.65170424867767,
"ESP","POP","TOT","AGRWTH","A","2009",0.835916724225771,
"ESP","POP","TOT","AGRWTH","A","2010",0.420408238088922,
"ESP","POP","TOT","AGRWTH","A","2011",0.373206042298045,
"ESP","POP","TOT","AGRWTH","A","2012",0.0645023840912207,
"ESP","POP","TOT","AGRWTH","A","2013",-0.370280776137519,
"ESP","POP","TOT","AGRWTH","A","2014",-0.296422854167073,
"ESP","POP","TOT","AGRWTH","A","2015",-0.0968117122410805,
"ESP","POP","TOT","AGRWTH","A","2016",0.0855955019666065,
"ESP","POP","TOT","AGRWTH","A","2017",0.178676480371077,
"ESP","POP","TOT","AGRWTH","A","2018",0.421089445398262,
"ESP","POP","TOT","AGRWTH","A","2019",0.80580688394959,
"SWE","POP","TOT","AGRWTH","A","2001",0.268831141897217,
"SWE","POP","TOT","AGRWTH","A","2002",0.325956841322294,
"SWE","POP","TOT","AGRWTH","A","2003",0.37279718900701,
"SWE","POP","TOT","AGRWTH","A","2004",0.394073294819781,
"SWE","POP","TOT","AGRWTH","A","2005",0.400654514676878,
"SWE","POP","TOT","AGRWTH","A","2006",0.5641355781512,
"SWE","POP","TOT","AGRWTH","A","2007",0.744308742266125,
"SWE","POP","TOT","AGRWTH","A","2008",0.782086496059889,
"SWE","POP","TOT","AGRWTH","A","2009",0.855489027281871,
"SWE","POP","TOT","AGRWTH","A","2010",0.856255280414759,
"SWE","POP","TOT","AGRWTH","A","2011",0.757986852604213,
"SWE","POP","TOT","AGRWTH","A","2012",0.742527210723091,
"SWE","POP","TOT","AGRWTH","A","2013",0.850843316565083,
"SWE","POP","TOT","AGRWTH","A","2014",0.99715906901127,
"SWE","POP","TOT","AGRWTH","A","2015",1.06308667243187,
"SWE","POP","TOT","AGRWTH","A","2016",1.26442173801632,
"SWE","POP","TOT","AGRWTH","A","2017",1.35652356535054,
"SWE","POP","TOT","AGRWTH","A","2018",1.16845857823289,
"SWE","POP","TOT","AGRWTH","A","2019",1.01887773378744,
"EST","POP","TOT","AGRWTH","A","2001",-0.634938814661575,
"EST","POP","TOT","AGRWTH","A","2002",-0.631431833817803,
"EST","POP","TOT","AGRWTH","A","2003",-0.625657012360895,
"EST","POP","TOT","AGRWTH","A","2004",-0.596037119178242,
"EST","POP","TOT","AGRWTH","A","2005",-0.570621261605079,
"EST","POP","TOT","AGRWTH","A","2006",-0.587920503404624,
"EST","POP","TOT","AGRWTH","A","2007",-0.455149575663976,
"EST","POP","TOT","AGRWTH","A","2008",-0.267774562162485,
"EST","POP","TOT","AGRWTH","A","2009",-0.192582399090562,
"EST","POP","TOT","AGRWTH","A","2010",-0.227798113921537,
"EST","POP","TOT","AGRWTH","A","2011",-0.303122476952252,
"EST","POP","TOT","AGRWTH","A","2012",-0.357304554107571,
"EST","POP","TOT","AGRWTH","A","2013",-0.355259258363222,
"EST","POP","TOT","AGRWTH","A","2014",-0.261912584019539,
"EST","POP","TOT","AGRWTH","A","2015",0.00479253277750096,
"EST","POP","TOT","AGRWTH","A","2016",0.0899127344425106,
"EST","POP","TOT","AGRWTH","A","2017",0.121143951542419,
"EST","POP","TOT","AGRWTH","A","2018",0.348645497440382,
"EST","POP","TOT","AGRWTH","A","2019",0.368992803959524,
"SVN","POP","TOT","AGRWTH","A","2001",0.0885808572898579,
"SVN","POP","TOT","AGRWTH","A","2002",0.184886309728494,
"SVN","POP","TOT","AGRWTH","A","2003",0.0528631800685267,
"SVN","POP","TOT","AGRWTH","A","2004",0.0115686660426598,
"SVN","POP","TOT","AGRWTH","A","2005",0.20580830083465,
"SVN","POP","TOT","AGRWTH","A","2006",0.369893969059234,
"SVN","POP","TOT","AGRWTH","A","2007",0.542191349234958,
"SVN","POP","TOT","AGRWTH","A","2008",0.159601387734809,
"SVN","POP","TOT","AGRWTH","A","2009",0.97427654799768,
"SVN","POP","TOT","AGRWTH","A","2010",0.339121642629637,
"SVN","POP","TOT","AGRWTH","A","2011",0.157861785297236,
"SVN","POP","TOT","AGRWTH","A","2012",0.183483914219565,
"SVN","POP","TOT","AGRWTH","A","2013",0.138698278721291,
"SVN","POP","TOT","AGRWTH","A","2014",0.121848523199784,
"SVN","POP","TOT","AGRWTH","A","2015",0.0705269586146449,
"SVN","POP","TOT","AGRWTH","A","2016",0.0564205795518054,
"SVN","POP","TOT","AGRWTH","A","2017",0.0930123953549997,
"SVN","POP","TOT","AGRWTH","A","2018",0.188223473388569,
"SVN","POP","TOT","AGRWTH","A","2019",0.930412308881428,
"LVA","POP","TOT","AGRWTH","A","2001",-1.2830568659825,
"LVA","POP","TOT","AGRWTH","A","2002",-1.15507117148417,
"LVA","POP","TOT","AGRWTH","A","2003",-0.961874766251576,
"LVA","POP","TOT","AGRWTH","A","2004",-1.0853360315216,
"LVA","POP","TOT","AGRWTH","A","2005",-1.07479796723377,
"LVA","POP","TOT","AGRWTH","A","2006",-0.913346843553173,
"LVA","POP","TOT","AGRWTH","A","2007",-0.812585564682956,
"LVA","POP","TOT","AGRWTH","A","2008",-1.0453455739493,
"LVA","POP","TOT","AGRWTH","A","2009",-1.6376065298504,
"LVA","POP","TOT","AGRWTH","A","2010",-2.05984307558408,
"LVA","POP","TOT","AGRWTH","A","2011",-1.80414988322107,
"LVA","POP","TOT","AGRWTH","A","2012",-1.23250360487641,
"LVA","POP","TOT","AGRWTH","A","2013",-1.06556281103698,
"LVA","POP","TOT","AGRWTH","A","2014",-0.937173781592102,
"LVA","POP","TOT","AGRWTH","A","2015",-0.815634584471244,
"LVA","POP","TOT","AGRWTH","A","2016",-0.909622795790492,
"LVA","POP","TOT","AGRWTH","A","2017",-0.882250125667569,
"LVA","POP","TOT","AGRWTH","A","2018",-0.776265840544483,
"LVA","POP","TOT","AGRWTH","A","2019",-0.692414265477358,
"BGR","POP","TOT","AGRWTH","A","2001",-1.97095605820783,
"BGR","POP","TOT","AGRWTH","A","2002",-2.14730879707894,
"BGR","POP","TOT","AGRWTH","A","2003",-0.788984734968743,
"BGR","POP","TOT","AGRWTH","A","2004",-0.751949130367709,
"BGR","POP","TOT","AGRWTH","A","2005",-0.750149672276029,
"BGR","POP","TOT","AGRWTH","A","2006",-0.756628957515447,
"BGR","POP","TOT","AGRWTH","A","2007",-0.732592275091429,
"BGR","POP","TOT","AGRWTH","A","2008",-0.699465067003298,
"BGR","POP","TOT","AGRWTH","A","2009",-0.642210363199603,
"BGR","POP","TOT","AGRWTH","A","2010",-0.656113604208777,
"BGR","POP","TOT","AGRWTH","A","2011",-0.639177478333904,
"BGR","POP","TOT","AGRWTH","A","2012",-0.577539582986741,
"BGR","POP","TOT","AGRWTH","A","2013",-0.558090953488474,
"BGR","POP","TOT","AGRWTH","A","2014",-0.566777027395783,
"BGR","POP","TOT","AGRWTH","A","2015",-0.636031250270369,
"BGR","POP","TOT","AGRWTH","A","2016",-0.698935119868498,
"BGR","POP","TOT","AGRWTH","A","2017",-0.727781973776981,
"BGR","POP","TOT","AGRWTH","A","2018",-0.719479719073625,
