"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"LVA","GFCF","TOT","MLN_USD","A","2015",10796.905,
"LVA","GFCF","TOT","MLN_USD","A","2016",10110.109,
"LVA","GFCF","TOT","MLN_USD","A","2017",11471.962,
"LVA","GFCF","TOT","MLN_USD","A","2018",13161.569,
"LVA","GFCF","TOT","MLN_USD","A","2019",14139.181,
"LVA","GFCF","TOT","MLN_USD","A","2020",14197.071,
"LTU","GFCF","TOT","MLN_USD","A","2000",5659.851,
"LTU","GFCF","TOT","MLN_USD","A","2001",6727.207,
"LTU","GFCF","TOT","MLN_USD","A","2002",7477.236,
"LTU","GFCF","TOT","MLN_USD","A","2003",8887.007,
"LTU","GFCF","TOT","MLN_USD","A","2004",10085.967,
"LTU","GFCF","TOT","MLN_USD","A","2005",11286.301,
"LTU","GFCF","TOT","MLN_USD","A","2006",13989.621,
"LTU","GFCF","TOT","MLN_USD","A","2007",17649.409,
"LTU","GFCF","TOT","MLN_USD","A","2008",17274.408,
"LTU","GFCF","TOT","MLN_USD","A","2009",10248.373,
"LTU","GFCF","TOT","MLN_USD","A","2010",10494.105,
"LTU","GFCF","TOT","MLN_USD","A","2011",12792.298,
"LTU","GFCF","TOT","MLN_USD","A","2012",12786.802,
"LTU","GFCF","TOT","MLN_USD","A","2013",14559.436,
"LTU","GFCF","TOT","MLN_USD","A","2014",15595.538,
"LTU","GFCF","TOT","MLN_USD","A","2015",16426.608,
"LTU","GFCF","TOT","MLN_USD","A","2016",17613.87,
"LTU","GFCF","TOT","MLN_USD","A","2017",19208.073,
"LTU","GFCF","TOT","MLN_USD","A","2018",21340.112,
"LTU","GFCF","TOT","MLN_USD","A","2019",23101.869,
"LTU","GFCF","TOT","MLN_USD","A","2020",23302.117,
"BGR","GFCF","TOT","MLN_USD","A","2000",8778.649,
"BGR","GFCF","TOT","MLN_USD","A","2001",10737.952,
"BGR","GFCF","TOT","MLN_USD","A","2002",11580.561,
"BGR","GFCF","TOT","MLN_USD","A","2003",12961.427,
"BGR","GFCF","TOT","MLN_USD","A","2004",14876.406,
"BGR","GFCF","TOT","MLN_USD","A","2005",20229.83,
"BGR","GFCF","TOT","MLN_USD","A","2006",23792.097,
"BGR","GFCF","TOT","MLN_USD","A","2007",27362.738,
"BGR","GFCF","TOT","MLN_USD","A","2008",35451.561,
"BGR","GFCF","TOT","MLN_USD","A","2009",29328.695,
"BGR","GFCF","TOT","MLN_USD","A","2010",24539.548,
"BGR","GFCF","TOT","MLN_USD","A","2011",24114.706,
"BGR","GFCF","TOT","MLN_USD","A","2012",25195.92,
"BGR","GFCF","TOT","MLN_USD","A","2013",25622.407,
"BGR","GFCF","TOT","MLN_USD","A","2014",26801.962,
"BGR","GFCF","TOT","MLN_USD","A","2015",27529.615,
"BGR","GFCF","TOT","MLN_USD","A","2016",26331.604,
"BGR","GFCF","TOT","MLN_USD","A","2017",27791.649,
"BGR","GFCF","TOT","MLN_USD","A","2018",30324.44,
"BGR","GFCF","TOT","MLN_USD","A","2019",31799.9,
"BGR","GFCF","TOT","MLN_USD","A","2020",32632.887,
"HRV","GFCF","TOT","MLN_USD","A","2000",9493.886,
"HRV","GFCF","TOT","MLN_USD","A","2001",10224.164,
"HRV","GFCF","TOT","MLN_USD","A","2002",12160.851,
"HRV","GFCF","TOT","MLN_USD","A","2003",15063.438,
"HRV","GFCF","TOT","MLN_USD","A","2004",16080.627,
"HRV","GFCF","TOT","MLN_USD","A","2005",16770.811,
"HRV","GFCF","TOT","MLN_USD","A","2006",19992.432,
"HRV","GFCF","TOT","MLN_USD","A","2007",22345.038,
"HRV","GFCF","TOT","MLN_USD","A","2008",25232.433,
"HRV","GFCF","TOT","MLN_USD","A","2009",21712.761,
"HRV","GFCF","TOT","MLN_USD","A","2010",18015.669,
"HRV","GFCF","TOT","MLN_USD","A","2011",17979.776,
"HRV","GFCF","TOT","MLN_USD","A","2012",17690.28,
"HRV","GFCF","TOT","MLN_USD","A","2013",18253.144,
"HRV","GFCF","TOT","MLN_USD","A","2014",18003.957,
"HRV","GFCF","TOT","MLN_USD","A","2015",18904.822,
"HRV","GFCF","TOT","MLN_USD","A","2016",20827.416,
"HRV","GFCF","TOT","MLN_USD","A","2017",22055.087,
"HRV","GFCF","TOT","MLN_USD","A","2018",23710.84,
"HRV","GFCF","TOT","MLN_USD","A","2019",26709.334,
"HRV","GFCF","TOT","MLN_USD","A","2020",25990.143,"P"
"CYP","GFCF","TOT","MLN_USD","A","2000",2967.377,
"CYP","GFCF","TOT","MLN_USD","A","2001",3050.979,
"CYP","GFCF","TOT","MLN_USD","A","2002",3501.578,
"CYP","GFCF","TOT","MLN_USD","A","2003",3537.937,
"CYP","GFCF","TOT","MLN_USD","A","2004",3899.475,
"CYP","GFCF","TOT","MLN_USD","A","2005",4413.82,
"CYP","GFCF","TOT","MLN_USD","A","2006",5652.572,
"CYP","GFCF","TOT","MLN_USD","A","2007",6444.355,
"CYP","GFCF","TOT","MLN_USD","A","2008",7447.827,
"CYP","GFCF","TOT","MLN_USD","A","2009",6417.725,
"CYP","GFCF","TOT","MLN_USD","A","2010",6224.482,
"CYP","GFCF","TOT","MLN_USD","A","2011",5396.073,
"CYP","GFCF","TOT","MLN_USD","A","2012",4264.39,
"CYP","GFCF","TOT","MLN_USD","A","2013",3695.549,
"CYP","GFCF","TOT","MLN_USD","A","2014",3422.048,
"CYP","GFCF","TOT","MLN_USD","A","2015",3472.56,
"CYP","GFCF","TOT","MLN_USD","A","2016",5510.14,
"CYP","GFCF","TOT","MLN_USD","A","2017",6866.084,
"CYP","GFCF","TOT","MLN_USD","A","2018",6647.029,
"CYP","GFCF","TOT","MLN_USD","A","2019",7026.445,
"CYP","GFCF","TOT","MLN_USD","A","2020",7038.508,"P"
"MLT","GFCF","TOT","MLN_USD","A","2000",1625.613,
"MLT","GFCF","TOT","MLN_USD","A","2001",1487.257,
"MLT","GFCF","TOT","MLN_USD","A","2002",1297.06,
"MLT","GFCF","TOT","MLN_USD","A","2003",1761.908,
"MLT","GFCF","TOT","MLN_USD","A","2004",1818.12,
"MLT","GFCF","TOT","MLN_USD","A","2005",2057.176,
"MLT","GFCF","TOT","MLN_USD","A","2006",2124.667,
"MLT","GFCF","TOT","MLN_USD","A","2007",2338.964,
"MLT","GFCF","TOT","MLN_USD","A","2008",2175.648,
"MLT","GFCF","TOT","MLN_USD","A","2009",2009.875,
"MLT","GFCF","TOT","MLN_USD","A","2010",2499.336,
"MLT","GFCF","TOT","MLN_USD","A","2011",2190.479,
"MLT","GFCF","TOT","MLN_USD","A","2012",2236.534,
"MLT","GFCF","TOT","MLN_USD","A","2013",2273.195,
"MLT","GFCF","TOT","MLN_USD","A","2014",2486.39,
"MLT","GFCF","TOT","MLN_USD","A","2015",4033.951,
"MLT","GFCF","TOT","MLN_USD","A","2016",4101.179,
"MLT","GFCF","TOT","MLN_USD","A","2017",4201.164,
"MLT","GFCF","TOT","MLN_USD","A","2018",4473.909,"P"
"MLT","GFCF","TOT","MLN_USD","A","2019",4899.878,"P"
"MLT","GFCF","TOT","MLN_USD","A","2020",4583.312,"P"
"ROU","GFCF","TOT","MLN_USD","A","2000",25094.62,
"ROU","GFCF","TOT","MLN_USD","A","2001",30354.234,
"ROU","GFCF","TOT","MLN_USD","A","2002",33406.323,
"ROU","GFCF","TOT","MLN_USD","A","2003",37089.438,
"ROU","GFCF","TOT","MLN_USD","A","2004",42998.295,
"ROU","GFCF","TOT","MLN_USD","A","2005",47827.373,
"ROU","GFCF","TOT","MLN_USD","A","2006",65190.229,
"ROU","GFCF","TOT","MLN_USD","A","2007",101114.722,
"ROU","GFCF","TOT","MLN_USD","A","2008",128516.473,
"ROU","GFCF","TOT","MLN_USD","A","2009",88066.756,
"ROU","GFCF","TOT","MLN_USD","A","2010",89615.679,
"ROU","GFCF","TOT","MLN_USD","A","2011",98233.512,
"ROU","GFCF","TOT","MLN_USD","A","2012",104214.973,
"ROU","GFCF","TOT","MLN_USD","A","2013",97649.153,
"ROU","GFCF","TOT","MLN_USD","A","2014",100193.762,
"ROU","GFCF","TOT","MLN_USD","A","2015",106140.164,
"ROU","GFCF","TOT","MLN_USD","A","2016",109733.308,
"ROU","GFCF","TOT","MLN_USD","A","2017",119139.224,
"ROU","GFCF","TOT","MLN_USD","A","2018",120293.081,
"ROU","GFCF","TOT","MLN_USD","A","2019",139562.651,
"ROU","GFCF","TOT","MLN_USD","A","2020",147855.661,"P"
